URL,List Entry Number,Heritage Category,Grade,Heritage Asset Name,Alternative Name,Monument Type,Period Name,Phase Display Date,Main Material,Covering Material,Address Line 1,Address Line2,Address Line3,Address Line4,Address Line5,Post Town,Post Code,Parish,District/Unitary Authority,County,Locality,NGR,Latitude,Longitude,First Designated Date,Last Amendment Date,Legacy Number
https://historicengland.org.uk/listing/the-list/list-entry/1184833,1184833,Listing,II,STONE AT JUNCTION WITH WOODHOUSE LANE,,"BOUNDARY STONE, ","POST MEDIEVAL, ","1867, ","SANDSTONE, ",,STONE AT JUNCTION WITH WOODHOUSE LANE,,COX GREEN ROAD,,,,,Non Civil Parish,Sunderland,,HOUGHTON LE SPRING,NZ3307654862,54.88742034,-1.48591601,15 July 1985,15 July 1985,303182
https://historicengland.org.uk/listing/the-list/list-entry/1184901,1184901,Listing,II,CHRIST CHURCH,,"PARISH CHURCH, ","EARLY 20TH CENTURY, POST MEDIEVAL, ","Built 1866, N aisle and vesttry added 1903, ","ASHLAR, MORTAR, SANDSTONE, STONE, ","LAKE DISTRICT SLATE, ",CHRIST CHURCH,,CARLISLE STREET,,,,,Non Civil Parish,Gateshead,,FELLING,NZ 27779 62300,54.95457531,-1.56777187,26 April 1948,26 April 1948,303797
https://historicengland.org.uk/listing/the-list/list-entry/1184918,1184918,Listing,II,2 GATE PIERS SOUTH OF CROW HALL,,"GATE PIER, ","POST MEDIEVAL, ","Possible post Medieval construction, ","ASHLAR, SANDSTONE, ",,2 GATE PIERS SOUTH OF CROW HALL,,CROWHALL LANE,,,,,Non Civil Parish,Gateshead,,FELLING,NZ 27876 61577,54.94807306,-1.56632721,18 November 1985,18 November 1985,303799
https://historicengland.org.uk/listing/the-list/list-entry/1184922,1184922,Listing,II,No name for this Entry,,"HOUSE, SHOP, ","POST MEDIEVAL, ","Mid C19, ","ASHLAR, SANDSTONE, ","WELSH SLATE, ",,35,DAVISON STREET,,,,,Non Civil Parish,Gateshead,,FELLING,NZ 27725 61820,54.95026503,-1.5686612,18 November 1985,18 November 1985,303801
https://historicengland.org.uk/listing/the-list/list-entry/1184932,1184932,Listing,II,CHURCH OF ST PATRICK,,"ROMAN CATHOLIC CHURCH, ","POST MEDIEVAL, ","Built 1893-5, ","ASHLAR, SANDSTONE, STONE, ","WELSH SLATE, ",CHURCH OF ST PATRICK,,HIGH STREET,,,,,Non Civil Parish,Gateshead,,FELLING,NZ2766261950,54.95144104,-1.56963717,18 November 1985,18 November 1985,303803
https://historicengland.org.uk/listing/the-list/list-entry/1184953,1184953,Listing,II,ARDALLAN,,"HOUSE, ","POST MEDIEVAL, ","1847, ","BRICK, SANDSTONE, ","WELSH SLATE, ",ARDALLAN,,HOLLY HILL,,,,,Non Civil Parish,Gateshead,,FELLING,NZ 27694 61818,54.95024878,-1.56914538,18 November 1985,18 November 1985,303806
https://historicengland.org.uk/listing/the-list/list-entry/1184976,1184976,Listing,II,TYNEMOUTH WATCH HOUSE,,"LIFEBOAT STATION, WATCH HOUSE, ","POST MEDIEVAL, ","Constructed 1886-1887, ","BRICK, RENDER, WEATHERBOARD, ","WELSH SLATE, ",TYNEMOUTH WATCH HOUSE,,PIER ROAD,,,,,Non Civil Parish,North Tyneside,,TYNEMOUTH,NZ 37252 69053,55.01464047,-1.41898648,19 February 1986,19 February 1986,303355
https://historicengland.org.uk/listing/the-list/list-entry/1185050,1185050,Listing,II,Christ Church,,"ANGLICAN CHURCH, ","POST MEDIEVAL, ","1786-1788 tower rebuilt, C19 alterations, Constructed mid C17, Rebuilt 1792-1793, ","ASHLAR, SANDSTONE, ","LAKE DISTRICT SLATE, SLATE, ",Christ Church,,Preston Road,North Shields,,,,Non Civil Parish,North Tyneside,,TYNEMOUTH,NZ3539568681,55.01143013,-1.44806713,24 October 1950,24 January 2014,303358
https://historicengland.org.uk/listing/the-list/list-entry/1185055,1185055,Listing,II,DAWES TOMB ABOUT 19 METRES NORTH OF TRANSEPT OF CHURCH OF ST MARY,,"GRAVE SLAB, PLAQUE, TOMB, ","POST MEDIEVAL, ","1766, ","BASALT, BRONZE, SANDSTONE, ",,DAWES TOMB ABOUT 19 METRES NORTH OF TRANSEPT OF CHURCH OF ST MARY,,SHIELDS ROAD,,,,,Non Civil Parish,Gateshead,,"HEWORTH, FELLING",NZ 28670 61928,54.95118232,-1.5538967,18 November 1985,18 November 1986,303812
https://historicengland.org.uk/listing/the-list/list-entry/1185061,1185061,Listing,II,CHURCH OF HOLY TRINITY,WASHINGTON CHURCH,"PARISH CHURCH, ","EARLY 20TH CENTURY, MID 20TH CENTURY, POST MEDIEVAL, ","1902 chancel and vestry, Altered 1882-3, Bell tower added 1962, Built 1832, ","ASHLAR, SANDSTONE, ","LAKE DISTRICT SLATE, WELSH SLATE, ",CHURCH OF HOLY TRINITY,,THE AVENUE,,,,,Non Civil Parish,Sunderland,,WASHINGTON,NZ 31080 56592,54.90308952,-1.51683796,19 December 1949,15 July 1985,303229
https://historicengland.org.uk/listing/the-list/list-entry/1185065,1185065,Listing,II,MONUMENT 15 METRES WEST OF CHURCH OF ST MARY,,"COMMEMORATIVE MONUMENT, OBELISK, PLAQUE, ","POST MEDIEVAL, ","1812, ","BRONZE, SANDSTONE, ",,MONUMENT 15 METRES WEST OF CHURCH OF ST MARY,,SHIELDS ROAD,,,,,Non Civil Parish,Gateshead,,"HEWORTH, FELLING",NZ 28634 61913,54.95104959,-1.55446025,18 November 1985,18 November 1985,303814
https://historicengland.org.uk/listing/the-list/list-entry/1185075,1185075,Listing,II,WASHINGTON HALL SCHOOL,,"BOARDING SCHOOL, HOUSE, ","POST MEDIEVAL, ","1854-7, 1865-7, ","ASHLAR, BRICK, TERRACOTTA, ","WELSH SLATE, ",WASHINGTON HALL SCHOOL,,THE AVENUE,,,,,Non Civil Parish,Sunderland,,WASHINGTON,NZ 31093 56360,54.90100399,-1.51666691,15 July 1985,15 July 1985,303233
https://historicengland.org.uk/listing/the-list/list-entry/1185085,1185085,Listing,II,HODGSON TOMB CIRCA 4 METRES SOUTH OF TOWER OF CHRIST CHURCH,,"CHEST TOMB, ","POST MEDIEVAL, ","c1690, ","SANDSTONE, ",,HODGSON TOMB CIRCA 4 METRES SOUTH OF TOWER OF CHRIST CHURCH,,PRESTON ROAD,,,,,Non Civil Parish,North Tyneside,,"NORTH SHIELDS, TYNEMOUTH",NZ 35381 68651,55.01116432,-1.44829321,19 February 1986,19 February 1986,303360
https://historicengland.org.uk/listing/the-list/list-entry/1185087,1185087,Listing,II,4 SECTION BOUNDARY MARKERS WEST OF CHURCH OF ST MARY EXTENDING IN A LINE 19 METRES SOUTH,,"BOUNDARY MARKER, ","POST MEDIEVAL, ","Early C19, ","SANDSTONE, ",,4 SECTION BOUNDARY MARKERS WEST OF CHURCH OF ST MARY EXTENDING IN A LINE 19 METRES SOUTH,,SHIELDS ROAD,,,,,Non Civil Parish,Gateshead,,"HEWORTH, FELLING",NZ 28634 61891,54.9508519,-1.55446243,18 November 1985,18 November 1985,303817
https://historicengland.org.uk/listing/the-list/list-entry/1185120,1185120,Listing,II,GATE PIERS TO SOUTH OF MURTON FARMHOUSE,,"GATE PIER, ",,,"ASHLAR, ",,GATE PIERS TO SOUTH OF MURTON FARMHOUSE,,RAKE LANE,,,,,Non Civil Parish,North Tyneside,,"NEW YORK, TYNEMOUTH",NZ3323970115,55.02446351,-1.48160926,19 February 1986,19 February 1986,303362
https://historicengland.org.uk/listing/the-list/list-entry/1185123,1185123,Listing,II,NEW IMPERIAL BINGO CLUB,,"BINGO HALL, CINEMA, DANCE HALL, ","EARLY 20TH CENTURY, LATE 20TH CENTURY, ","Constructed 1927, Converted 1930, Converted before 1985, ","BRICK, STONE, ","TILE, ",NEW IMPERIAL BINGO CLUB,,VICTORIA SQUARE,,,,,Non Civil Parish,Gateshead,,FELLING,NZ 27619 61794,54.95003725,-1.57031862,18 November 1985,18 November 1985,303821
https://historicengland.org.uk/listing/the-list/list-entry/1185128,1185128,Listing,II,FARM BUILDING AND YARD WALL ADJOINING TO NORTH OF PEARETH HALL FARMHOUSE,,"HAYLOFT, SHELTER SHED, WALL, ","POST MEDIEVAL, ","Late C18, ","ASHLAR, IRON, TIMBER, ","ASBESTOS, ",FARM BUILDING AND YARD WALL ADJOINING TO NORTH OF PEARETH HALL FARMHOUSE,,PEARETH HALL ROAD,,,,,Non Civil Parish,Sunderland,,WASHINGTON,NZ 29445 58668,54.92184311,-1.54212954,15 July 1985,15 July 1985,303239
https://historicengland.org.uk/listing/the-list/list-entry/1185130,1185130,Listing,II,RED HILL HOUSE,,"DETACHED HOUSE, MANAGERS HOUSE, ","20TH CENTURY, EARLY 20TH CENTURY, ","Constructed 1908, Converted by 1985, ","BRICK, ","WELSH SLATE, ",RED HILL HOUSE,,SPRINGWELL ROAD,,,,,Non Civil Parish,Sunderland,,"SPRINGWELL, WASHINGTON",NZ 28538 58758,54.9227043,-1.55627115,15 July 1985,15 July 1985,303242
https://historicengland.org.uk/listing/the-list/list-entry/1185135,1185135,Listing,II,RAVENSWORTH PARK FARMHOUSE,,"FARMHOUSE, ","POST MEDIEVAL, ","Early C18, ","BRICK, RENDER, STONE, ","WELSH SLATE, ",RAVENSWORTH PARK FARMHOUSE,,BANESLEY LANE,,,,,Lamesley,Gateshead,,,NZ 23564 58316,54.9189908,-1.63391105,18 November 1985,18 November 1985,303825
https://historicengland.org.uk/listing/the-list/list-entry/1185149,1185149,Listing,II,BUTLER CROSS,BUTLER CROSS IN GROUNDS OF RAVENSWORTH CASTLE,"CROSS, ","EARLY MED. OR LATER, ","EARLY MED. OR LATER, ","SANDSTONE, ",,BUTLER CROSS,,CROSS LANE,,,,,Lamesley,Gateshead,,,NZ 23210 59330,54.92811919,-1.63935219,1 February 1967,18 November 1985,303828
https://historicengland.org.uk/listing/the-list/list-entry/1185160,1185160,Listing,II,STABLE BLOCK AND GATEHOUSES TO EAST OF RAVENSWORTH CASTLE,,"ARCH, GATEHOUSE, STABLE, TOWER, ","POST MEDIEVAL, ","Built c1840, ","ASHLAR, SANDSTONE, ","LAKE DISTRICT SLATE, ",STABLE BLOCK AND GATEHOUSES TO EAST OF RAVENSWORTH CASTLE,,CROSS LANE,,,,,Lamesley,Gateshead,,,NZ 23316 59179,54.92675738,-1.63771035,18 November 1985,18 November 1985,303830
https://historicengland.org.uk/listing/the-list/list-entry/1185193,1185193,Listing,II,WALL AND PIERS,,"GATE PIER, WALL, ","POST MEDIEVAL, ","Early C19, ","BRICK, SANDSTONE, ",,WALL AND PIERS,,STEPHENSON STREET,,,,,Non Civil Parish,North Tyneside,,"NORTH SHIELDS, TYNEMOUTH",NZ 35617 68671,55.01132725,-1.44460067,19 February 1986,19 February 1986,303372
https://historicengland.org.uk/listing/the-list/list-entry/1185195,1185195,Listing,II,WALL TO WEST OF BRADLEY HALL,,"WALL, ","POST MEDIEVAL, ","C18, ","BRICK, STONE, ",,WALL TO WEST OF BRADLEY HALL,,A695,,,,,Non Civil Parish,Gateshead,,RYTON,NZ 12358 63348,54.96460975,-1.80851804,18 November 1985,18 November 1985,303842
https://historicengland.org.uk/listing/the-list/list-entry/1185198,1185198,Listing,II,NEW HIGH LIGHT AND HOUSE ATTACHED,,"LIGHTHOUSE, LIGHTKEEPERS HOUSE, ","POST MEDIEVAL, ","Added 1860, Constructed 1808, ","ASHLAR, BRICK, IRON, ","LEAD, WELSH SLATE, ",NEW HIGH LIGHT AND HOUSE ATTACHED,,TYNE STREET,,,,,Non Civil Parish,North Tyneside,,"NORTH SHIELDS, TYNEMOUTH",NZ 36055 68382,55.00869895,-1.43778846,19 February 1986,19 February 1986,303375
https://historicengland.org.uk/listing/the-list/list-entry/1185201,1185201,Listing,II,MASTER MARINERS' HOMES,,"ALMSHOUSE, COAT OF ARMS, NURSING HOME, PLAQUE, ","MODERN, POST MEDIEVAL, ","1837, 1973, ","ASHLAR, SANDSTONE, ","LEAD, WELSH SLATE, ",MASTER MARINERS' HOMES,,TYNEMOUTH ROAD,,,,,Non Civil Parish,North Tyneside,,TYNEMOUTH,NZ 36459 69076,55.01490569,-1.43138381,19 February 1986,19 February 1986,303377
https://historicengland.org.uk/listing/the-list/list-entry/1185203,1185203,Listing,II,TOWN FARMHOUSE AND FARM BUILDINGS ATTACHED,,"FARM BUILDING, HOUSE, ","POST MEDIEVAL, ","Early C19, Late C18, ","BRICK, PEBBLEDASH, STONE, ","WELSH SLATE, ",TOWN FARMHOUSE AND FARM BUILDINGS ATTACHED,,BARMOOR LANE,,,,,Non Civil Parish,Gateshead,,RYTON,NZ 15225 64671,54.97641975,-1.7636705,1 July 1977,01 July 1977,303849
https://historicengland.org.uk/listing/the-list/list-entry/1185206,1185206,Listing,II,STACK YARD WALL TO SOUTH OF TOWN FARM BUILDING,,"STACK YARD, WALL, ","POST MEDIEVAL, ","Early C19, ","RUBBLE, ",,STACK YARD WALL TO SOUTH OF TOWN FARM BUILDING,,BARMOOR LANE,,,,,Non Civil Parish,Gateshead,,RYTON,NZ 15220 64612,54.97588972,-1.76375173,18 November 1985,18 November 1985,303851
https://historicengland.org.uk/listing/the-list/list-entry/1185209,1185209,Listing,II,THE GROVE (CHURCH ARMY HOME FOR THE ELDERLY),RYTON GROVE,"HOUSE, LOGGIA, NURSING HOME, ","MODERN, POST MEDIEVAL, ","1742, C20, ","ASHLAR, BRICK, CAST IRON, SANDSTONE, ","LAKE DISTRICT SLATE, ",THE GROVE (CHURCH ARMY HOME FOR THE ELDERLY),,ELVASTON ROAD,,,,,Non Civil Parish,Gateshead,,RYTON,NZ 15361 64764,54.97725131,-1.76154084,21 January 1949,18 November 1985,303853
https://historicengland.org.uk/listing/the-list/list-entry/1185212,1185212,Listing,II,"1 AND 3, TYNEMOUTH ROAD",,"HOUSE, ","POST MEDIEVAL, ","Built c1790, ","ASHLAR, BRICK, SANDSTONE, ","WELSH SLATE, ",1 AND 3,TYNEMOUTH ROAD,TYNEMOUTH,TYNE AND WEAR,,,NE30 4AY,Non Civil Parish,North Tyneside,,TYNEMOUTH,NZ3680969221,55.01618719,-1.42588626,19 February 1986,19 February 1986,303379
https://historicengland.org.uk/listing/the-list/list-entry/1185223,1185223,Listing,II,CHANCER TOMB ABOVE 24 METRES SOUTH OF CHURCH OF HOLY CROSS,,"TABLE TOMB, ","POST MEDIEVAL, ","c1819, ","SANDSTONE, ",,CHANCER TOMB ABOVE 24 METRES SOUTH OF CHURCH OF HOLY CROSS,,THE GREEN,,,,,Non Civil Parish,Gateshead,,RYTON,NZ 15120 64804,54.97761807,-1.76530395,18 November 1985,18 November 1985,303856
https://historicengland.org.uk/listing/the-list/list-entry/1185241,1185241,Listing,II,DENTS HALL FARMHOUSE,DENTS HALL (GREENSIDE),"HOUSE, ","POST MEDIEVAL, ","C17, Post C17, ","BRICK, RENDER, SANDSTONE, STONE, ","WELSH SLATE, ",DENTS HALL FARMHOUSE,,LEAD ROAD,,,,,Non Civil Parish,Gateshead,,RYTON,NZ 15247 62899,54.96049566,-1.76342029,21 January 1949,18 November 1985,303862
https://historicengland.org.uk/listing/the-list/list-entry/1185248,1185248,Listing,II,CHURCH OF ST HILDA,,"PARISH CHURCH, ","POST MEDIEVAL, ","Built 1889-1892, ","ASHLAR, SANDSTONE, STONE, ","WELSH SLATE, ",CHURCH OF ST HILDA,,STELLA ROAD,,,,,Non Civil Parish,Gateshead,,"HEDGEFIELD, RYTON",NZ 16523 64206,54.97220016,-1.74341858,18 November 1985,18 November 1985,303864
https://historicengland.org.uk/listing/the-list/list-entry/1185283,1185283,Listing,II,PAIR OF LODGE COTTAGES AT ENTRANCE TO DOWNHILL HOUSE,TWO COTTAGES AT ENTRANCE TO FARMYARD,"LODGE, ","POST MEDIEVAL, ","C18, ","RENDER, STONE, ","PANTILE, ",PAIR OF LODGE COTTAGES AT ENTRANCE TO DOWNHILL HOUSE,,DOWNHILL LANE,,,,,Non Civil Parish,South Tyneside,,"WEST BOLDON, BOLDON",NZ 34739 60436,54.93739111,-1.45932357,24 August 1977,26 February 1985,303671
https://historicengland.org.uk/listing/the-list/list-entry/1185286,1185286,Listing,II,COX CLOSE HOUSE,COX CLOSE HOUSE AND COX CLOSE COTTAGE,"HOUSE, ","POST MEDIEVAL, ","Late C17/Early C18, ","BRICK, LIMESTONE, RENDER, ","PANTILE, ",COX CLOSE HOUSE,,A692,,,,,Non Civil Parish,Gateshead,,WHICKHAM,NZ 22832 59963,54.93382473,-1.64520049,1 July 1977,18 November 1985,303869
https://historicengland.org.uk/listing/the-list/list-entry/1185305,1185305,Listing,II,"HYLTON GROVE BRIDGE&#x0D;
 (TYNE AND WEAR COUNTY COUNCIL BRIDGE 453)",,"BRIDGE, ","POST MEDIEVAL, ",,"ASHLAR, SANDSTONE, ",,HYLTON GROVE BRIDGE,,FOLLINGSBY LANE,,,,,Non Civil Parish,South Tyneside,,"WEST BOLDON, BOLDON",NZ3336959579,54.92978182,-1.48080889,26 February 1985,26 February 1985,303673
,,,,,,,,,,,HYLTON GROVE BRIDGE,,FOLLINGSBY LANE,,,,,Non Civil Parish,Sunderland,,"WEST BOLDON, BOLDON",NZ3336959579,54.92978182,-1.48080889,26 February 1985,26 February 1985,303673
,,,,,,,,,,,TYNE AND WEAR COUNTY COUNCIL BRIDGE 453,,FOLLINGSBY LANE,,,,,Non Civil Parish,South Tyneside,,"WEST BOLDON, BOLDON",NZ3336959579,54.92978182,-1.48080889,26 February 1985,26 February 1985,303673
,,,,,,,,,,,TYNE AND WEAR COUNTY COUNCIL BRIDGE 453,,FOLLINGSBY LANE,,,,,Non Civil Parish,Sunderland,,"WEST BOLDON, BOLDON",NZ3336959579,54.92978182,-1.48080889,26 February 1985,26 February 1985,303673
https://historicengland.org.uk/listing/the-list/list-entry/1185314,1185314,Listing,II,No name for this Entry,,"HOUSE, ","POST MEDIEVAL, ","mid C17, ","LIMESTONE, ","PANTILE, ",,11,FRONT STREET,,,,,Non Civil Parish,South Tyneside,,"CLEADON, BOLDON",NZ 38503 62430,54.95503336,-1.40031191,24 November 1951,24 November 1951,303678
https://historicengland.org.uk/listing/the-list/list-entry/1185390,1185390,Listing,II,SIR G B HUNTER MEMORIAL HOSPITAL,WALLSEND HALL,"HOSPITAL, HOUSE, ","POST MEDIEVAL, ","Early C19, Post Early C19, ","ASHLAR, BRICK, ","LAKE DISTRICT SLATE, ",SIR G B HUNTER MEMORIAL HOSPITAL,,THE GREEN,,,,,Non Civil Parish,North Tyneside,,WALLSEND,NZ 30114 66946,54.99619083,-1.5308194,18 August 1947,19 February 1986,303400
https://historicengland.org.uk/listing/the-list/list-entry/1185397,1185397,Listing,II,No name for this Entry,,"HOUSE, POST OFFICE, ","POST MEDIEVAL, ","Early C19, Mid C18, ","ASHLAR, BRICK, SANDSTONE, ","PANTILE, WELSH SLATE, ",,20,FRONT STREET,,,,,Non Civil Parish,Gateshead,,WHICKHAM,NZ 20947 61304,54.94595732,-1.67452111,18 November 1985,18 November 1985,303893
https://historicengland.org.uk/listing/the-list/list-entry/1185414,1185414,Listing,II,No name for this Entry,,"HOUSE, ","POST MEDIEVAL, ","mid-late C18, ","BRICK, ","SLATE, ",,37,FRONT STREET,,,,,Non Civil Parish,South Tyneside,,"WHITBURN, BOLDON",NZ 40652 61860,54.94974149,-1.36683828,25 February 1949,25 February 1949,303690
https://historicengland.org.uk/listing/the-list/list-entry/1185444,1185444,Listing,II,WHITBURN HOUSE,,"HOUSE, RAINWATER HEAD, ","POST MEDIEVAL, ","1569? (!), 1867-9, 1869, ","RENDER, STONE, TIMBER, ","PANTILE, TILE, ",WHITBURN HOUSE,47,FRONT STREET,,,,,Non Civil Parish,South Tyneside,,"WHITBURN, BOLDON",NZ 40560 61848,54.94964113,-1.36827625,26 February 1985,26 February 1985,303693
https://historicengland.org.uk/listing/the-list/list-entry/1185451,1185451,Listing,II,No name for this Entry,,"HOUSE, ","POST MEDIEVAL, ","Late C18, ","BRICK, SANDSTONE, STONE, ","PANTILE, ",,67,FRONT STREET,,,,,Non Civil Parish,Gateshead,,WHICKHAM,NZ 20550 61255,54.94553342,-1.68072216,18 November 1985,18 November 1985,303900
https://historicengland.org.uk/listing/the-list/list-entry/1185469,1185469,Listing,II,NO 49 (THE LODGE) AND WALL AND RAILINGS TO THE SOUTH OF NO 49,,"LODGE, RAILINGS, TIMBER FRAMED BUILDING, WALL, ","POST MEDIEVAL, ","1867-9, ","RENDER, TIMBER, ","SLATE, ",NO 49 (THE LODGE) AND WALL AND RAILINGS TO THE SOUTH OF NO 49,,FRONT STREET,,,,,Non Civil Parish,South Tyneside,,"WHITBURN, BOLDON",NZ 40530 61836,54.94953574,-1.36874629,26 February 1985,26 February 1985,303695
https://historicengland.org.uk/listing/the-list/list-entry/1185480,1185480,Listing,II,LILYBANK COTTAGE,,"HOUSE, ","MODERN, POST MEDIEVAL, ","Currently, Early C19, Late C19/Early C20, ","ASHLAR, BRICK, RUBBLE, ","WELSH SLATE, ",LILYBANK COTTAGE,,LILY BANK,,,,,Non Civil Parish,North Tyneside,,WALLSEND,NZ3006166959,54.99631061,-1.53165026,18 August 1980,18 August 1980,303409
https://historicengland.org.uk/listing/the-list/list-entry/1185487,1185487,Listing,II,BUDDLE SCHOOL HOUSE,,"HOUSE, ","POST MEDIEVAL, ","1876, ","ASHLAR, RUBBLE, SANDSTONE, ","WELSH SLATE, ",BUDDLE SCHOOL HOUSE,,NEPTUNE ROAD,,,,,Non Civil Parish,North Tyneside,,WALLSEND,NZ 29818 66744,54.99439137,-1.53547432,19 February 1986,19 February 1986,303411
https://historicengland.org.uk/listing/the-list/list-entry/1185504,1185504,Listing,II,HILL CREST,,"HOUSE, ","POST MEDIEVAL, ","mid C19, ","RENDER, ","SLATE, ",HILL CREST,,FRONT STREET,,,,,Non Civil Parish,South Tyneside,,"WHITBURN, BOLDON",NZ 40499 61820,54.94939448,-1.36923251,26 February 1985,26 February 1985,303697
https://historicengland.org.uk/listing/the-list/list-entry/1185516,1185516,Listing,II,ACCOMMODATION ARCH EAST OF JUNCTION WITH MARTIN ROAD,,"ARCH, RAILWAY, ","POST MEDIEVAL, ","c1839, ","ASHLAR, SANDSTONE, ",,ACCOMMODATION ARCH EAST OF JUNCTION WITH MARTIN ROAD,,ROSEHILL ROAD,,,,,Non Civil Parish,North Tyneside,,WALLSEND,NZ 31887 66748,54.99429962,-1.50313651,19 February 1986,19 February 1986,303413
https://historicengland.org.uk/listing/the-list/list-entry/1185523,1185523,Listing,II,FARM BUILDINGS TO EAST OF EAST BENTON FARMHOUSE,,"CART SHED, COW HOUSE, DATE STONE, ENGINE HOUSE, GRANARY, HAYLOFT, STABLE, ","POST MEDIEVAL, ","1843, Late c18/Early C19, Post 1833, ","ASHLAR, BRICK, RUBBLE, SANDSTONE, ","WELSH SLATE, ",FARM BUILDINGS TO EAST OF EAST BENTON FARMHOUSE,,STATION ROAD,,,,,Non Civil Parish,North Tyneside,,WALLSEND,NZ 28542 68456,55.00984967,-1.55524759,19 February 1986,19 February 1986,303416
https://historicengland.org.uk/listing/the-list/list-entry/1185529,1185529,Listing,II,SEED HOUSE TO SOUTH WEST OF NO18,,"GARDEN FEATURE, POTTING SHED, ","POST MEDIEVAL, ","mid-late C19, ",,,SEED HOUSE TO SOUTH WEST OF NO18,,FRONT STREET,,,,,Non Civil Parish,South Tyneside,,"WHITBURN, BOLDON",NZ 40628 61745,54.94871009,-1.36722919,26 February 1985,26 February 1985,303701
https://historicengland.org.uk/listing/the-list/list-entry/1185549,1185549,Listing,II,WHITEHOUSE FARM,,"HOUSE, ","POST MEDIEVAL, ","C18, ","RENDER, ","PANTILE, ",WHITEHOUSE FARM,48,FRONT STREET,,,,,Non Civil Parish,South Tyneside,,"WHITBURN, BOLDON",NZ 40497 61739,54.9486668,-1.36927512,26 February 1985,26 February 1985,303704
https://historicengland.org.uk/listing/the-list/list-entry/1185551,1185551,Listing,II,MANSION HOUSE,,"HOUSE, ","POST MEDIEVAL, ",,"ASHLAR, LIMESTONE, SANDSTONE, ","PANTILE, SLATE, ",MANSION HOUSE,1-5,HARTON VIEW,,,,,Non Civil Parish,South Tyneside,,"WEST BOLDON, BOLDON",NZ 35236 61186,54.94409576,-1.4514751,26 February 1985,26 February 1985,303708
https://historicengland.org.uk/listing/the-list/list-entry/1185581,1185581,Listing,II,"BARN, GIN-GANG AND SHELTER SHED TO WEST OF BRIERDENE FARMHOUSE",,"BARN, HORSE ENGINE HOUSE, SHELTER SHED, ","POST MEDIEVAL, ","Late C18/Early C19, ","BRICK, SANDSTONE, STONE, ","CONCRETE, PANTILE, TILE, ","BARN, GIN-GANG AND SHELTER SHED TO WEST OF BRIERDENE FARMHOUSE",,B 1325,,,,,Non Civil Parish,North Tyneside,,WHITLEY BAY,NZ 33453 74023,55.05956853,-1.47781217,19 February 1986,19 February 1986,303425
https://historicengland.org.uk/listing/the-list/list-entry/1185615,1185615,Listing,II,CHURCH OF ST PAUL,,"PARISH CHURCH, ","POST MEDIEVAL, ","Built 1864, ","ASHLAR, SANDSTONE, STONE, ","LAKE DISTRICT SLATE, ",CHURCH OF ST PAUL,,PARK VIEW,,,,,Non Civil Parish,North Tyneside,,WHITLEY BAY,NZ 35380 72046,55.04167083,-1.44788988,19 May 1950,19 May 1950,303430
https://historicengland.org.uk/listing/the-list/list-entry/1185616,1185616,Listing,II,WALLS EXTENDING FROM MILL LANE AROUND THE LIGHTHOUSE AND LINKED BUILDINGS,,"WALL, ","POST MEDIEVAL, ","1871, ","RUBBLE, STONE, ",,WALLS EXTENDING FROM MILL LANE AROUND THE LIGHTHOUSE AND LINKED BUILDINGS,,MILL LANE,,,,,Non Civil Parish,South Tyneside,,"WHITBURN, BOLDON",NZ 40735 64149,54.97030292,-1.36521847,26 February 1985,26 February 1985,303717
https://historicengland.org.uk/listing/the-list/list-entry/1185623,1185623,Listing,II,BARN RANGES AT LAVERICK HALL,,"BARN, COACH HOUSE, FARM BUILDING, GRANARY, HOUSE, STABLE, ","MODERN, POST MEDIEVAL, ","C18, Modern, ","RUBBLE, STONE, ","CLAY, PANTILE, TILE, ",BARN RANGES AT LAVERICK HALL,,NEWCASTLE ROAD,,,,,Non Civil Parish,South Tyneside,,"WARDLEY, BOLDON",NZ3152761269,54.94508972,-1.50936795,26 February 1985,26 February 1985,303719
https://historicengland.org.uk/listing/the-list/list-entry/1185679,1185679,Listing,II,HOWICK GARDENS (HEAD GARDENER'S HOUSE),HEAD GARDENER'S HOUSE IN GROUNDS OF HOWICK HALL,"HOUSE, ","POST MEDIEVAL, ","Early C19, Late C18, Late C19, ","BRICK, RUBBLE, STONE, ","LAKE DISTRICT SLATE, ",HOWICK GARDENS (HEAD GARDENER'S HOUSE),1,,,,,,Longhoughton,Northumberland,,HOWICK HALL,NU 24709 17860,55.45397865,-1.61087236,31 December 1969,01 September 1988,237014
https://historicengland.org.uk/listing/the-list/list-entry/1185720,1185720,Listing,II,SEWER GAS LAMP AT NORTH CORNER OF JUNCTION WITH GRANGE PARK,,"GAS LAMP, SEWER VENTILATION PIPE, ","EARLY 20TH CENTURY, ","Constructed early C20, ","CAST IRON, ",,SEWER GAS LAMP AT NORTH CORNER OF JUNCTION WITH GRANGE PARK,,SEATON VILLE ROAD,,,,,Non Civil Parish,North Tyneside,,"WEST MONKSEATON, WHITLEY BAY",NZ 33768 71660,55.03831408,-1.47315958,19 February 1986,19 February 1986,303432
